code,tipo,marca,modelo,variante,motor,originalpw,modifiedpw,gainpw,maxgainpw,maxgainrpm,originaltorque,modtorque,obd,stg1,acc,ron,vmx,cat,egr,dpf,imm,swr,ms,cat,pricestg1,pricestg2,dtcdecategronly,pricecombo,dpfonly,dpfcombo,dealerpricestg1,dealerpricestg2,dealerdtcdecategronly,dealerpricecombo,dealerdpfonly,dealerdfpcombo,kess,ktag,web
1115,AUTO / UTIL,FORD,Ranger,,2.2TDCI,125,160,35,37,3600,350,390,1,1,1,0,1,0,1,1,0,0,0,C2,21900,21900,13900,3475,19900,9950,6570,6570,4170,1042.5,5970,2985,171,20,
1118,AUTO / UTIL,FORD,Ranger,,25L  ,166,182,16,18,5500,280,314,0,1,1,1,1,1,0,0,0,0,0,C1,19900,19900,11900,2975,17900,8950,5970,5970,3570,892.5,5370,2685,x,749,
1103,AUTO / UTIL,FORD,EcoSport,,1.4TDCI,68,94,26,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,TD1,16900,16900,10900,2725,15900,7950,5070,5070,3270,817.5,4770,2385,66,x,
1104,AUTO / UTIL,FORD,EcoSport,,1.6 8V,98,108,10,8,6300,152,177,1,1,1,1,1,0,0,0,0,0,0,A1,13900,15900,8900,4450,0,0,4170,4770,2670,1335,0,0,242,393,
1108,AUTO / UTIL,FORD,EcoSport,,2.0 Duratec,145,160,15,14,6100,202,221,0,1,1,1,1,1,0,0,1,0,0,A2,15900,17900,9900,4950,0,0,4770,5370,2970,1485,0,0,233,x,
1103,AUTO / UTIL,FORD,FIESTA  ,,1.4TDCI,68,94,26,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,TD1,16900,16900,10900,2725,15900,7950,5070,5070,3270,817.5,4770,2385,66,x,
1104,AUTO / UTIL,FORD,FIESTA  ,,1.6 8V,98,108,10,8,6300,152,177,1,1,1,1,1,0,0,0,0,0,0,A1,13900,15900,8900,4450,0,0,4170,4770,2670,1335,0,0,242,393,
1106,AUTO / UTIL,FORD,Fiesta KD 2014,,1.6,120,132,12,9,5000,152,165,0,1,1,1,1,1,0,0,0,0,0,A2,15900,17900,9900,4950,0,0,4770,5370,2970,1485,0,0,x,663 749,
1106,AUTO / UTIL,FORD,Fiesta KD,,1.6,120,132,12,9,5000,152,165,0,1,1,1,1,1,0,0,0,0,0,A2,15900,17900,9900,4950,0,0,4770,5370,2970,1485,0,0,x,663 749,
1104,AUTO / UTIL,FORD,Focus  ,,1.6 8V,98,108,10,8,6300,152,177,1,1,1,1,1,0,0,0,0,0,0,A1,13900,15900,8900,4450,0,0,4170,4770,2670,1335,0,0,242,393,
1107,AUTO / UTIL,FORD,Focus  ,,1.8 TDCI,115,145,30,33,3900,280,353,1,1,1,0,1,0,1,1,0,0,0,TD1,16900,16900,10900,2725,15900,7950,5070,5070,3270,817.5,4770,2385,171,20,
1108,AUTO / UTIL,FORD,Focus  ,,2.0 Duratec,145,160,15,14,6100,202,221,0,1,1,1,1,1,0,0,1,0,0,A2,15900,17900,9900,4950,0,0,4770,5370,2970,1485,0,0,233,x,
1109,AUTO / UTIL,FORD,Focus II,,1.6 16v,110,120,10,15,5400,154,177,0,1,1,1,1,1,0,0,1,0,0,A2,15900,17900,9900,4950,0,0,4770,5370,2970,1485,0,0,233,x,
1107,AUTO / UTIL,FORD,Focus II,,1.8 TDCI,115,145,30,33,3900,280,353,1,1,1,0,1,0,1,1,0,0,0,TD1,16900,16900,10900,2725,15900,7950,5070,5070,3270,817.5,4770,2385,171,20,
1108,AUTO / UTIL,FORD,Focus II,,2.0 Duratec,145,160,15,14,6100,202,221,0,1,1,1,1,1,0,0,1,0,0,A2,15900,17900,9900,4950,0,0,4770,5370,2970,1485,0,0,233,x,
1106,AUTO / UTIL,FORD,Focus III  ,,1.6,120,132,12,9,5000,152,165,0,1,1,1,1,1,0,0,0,0,0,A2,15900,17900,9900,4950,0,0,4770,5370,2970,1485,0,0,x,663 749,
1110,AUTO / UTIL,FORD,Focus III ,,2.0 16v,170,185,15,10,6300,204,215,1,1,1,1,1,1,0,0,0,0,0,A3,18900,21900,12900,6450,0,0,5670,6570,3870,1935,0,0,414,1363 586,
1111,AUTO / UTIL,FORD,Ka ,,1.0L,63,69,6,6,6000,87,97,0,1,1,1,1,1,0,0,1,0,0,A1,13900,15900,8900,4450,0,0,4170,4770,2670,1335,0,0,x,200,
1104,AUTO / UTIL,FORD,Ka ,,1.6 8V,98,108,10,8,6300,152,177,1,1,1,1,1,0,0,0,0,0,0,A1,13900,15900,8900,4450,0,0,4170,4770,2670,1335,0,0,242,393,
1112,AUTO / UTIL,FORD,Kuga,,2.5T,200,245,45,49,5000,320,370,0,1,1,1,1,1,0,0,0,0,0,TN1,19900,24900,11900,5950,0,0,5970,7470,3570,1785,0,0,272,76,
1122,AUTO / UTIL,FORD,Kuga,,16T,150,180,30,35,4000,240,300,1,1,1,1,1,1,0,0,0,0,0,TN2,24900,28900,13900,6950,0,0,7470,8670,4170,2085,0,0,414,1312,
1123,AUTO / UTIL,FORD,Kuga,,16T,180,205,25,29,4000,240,310,1,1,1,1,1,1,0,0,0,0,0,TN2,24900,28900,13900,6950,0,0,7470,8670,4170,2085,0,0,414,1312,
1113,AUTO / UTIL,FORD,Mondeo,,2.0 TDCI,140,170,30,31,3100,173,217,1,1,1,0,1,0,1,0,0,0,0,TD2,19900,19900,11900,2975,17900,8950,5970,5970,3570,892.5,5370,2685,171,20 233,
1116,AUTO / UTIL,FORD,Mondeo,,2.0T ECOBO,240,285,40,50,6000,345,410,1,1,1,1,1,1,0,0,0,0,0,TN3,27900,31900,15900,7950,0,0,8370,9570,4770,2385,0,0,414,1363 586,
1117,AUTO / UTIL,FORD,Mondeo,,22TDCI,155,185,30,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,TD2,19900,19900,11900,2975,17900,8950,5970,5970,3570,892.5,5370,2685,171,20,
1119,AUTO / UTIL,FORD,Mondeo,,25T,230,265,32,34,4900,320,370,0,1,1,1,1,1,0,0,0,0,0,TN1,19900,24900,11900,5950,0,0,5970,7470,3570,1785,0,0,272,76,
1115,AUTO / UTIL,FORD,TRANSIT,,2.2TDCI,125,160,35,37,3600,350,390,1,1,1,0,1,0,1,1,0,0,0,C2,21900,21900,13900,3475,19900,9950,6570,6570,4170,1042.5,5970,2985,171,20,
1120,AUTO / UTIL,FORD,F100 DUTY,,3.9D CUMMINS,203,245,42,42,2200,550,670,1,1,1,0,1,1,1,0,0,0,0,C3,24900,24900,17900,4475,24900,12450,7470,7470,5370,1342.5,7470,3735,221,31,
1121,AUTO / UTIL,FORD,F150 RAPTOR,,35T ECOB,450,500,50,0,0,691,765,1,1,1,1,1,1,0,0,0,0,0,ESP1,50900,59900,19900,9950,0,0,15270,17970,5970,2985,0,0,711,,
1201,AUTO / UTIL,HYUNDAI,Genesis,,2.0T,210,240,30,30,4800,300,332,0,1,1,1,1,1,0,0,0,0,0,TN2,24900,28900,13900,6950,0,0,7470,8670,4170,2085,0,0,x,194,
1202,AUTO / UTIL,HYUNDAI,Genesis,,2.0T,275,315,40,40,4900,373,420,0,1,1,1,1,1,0,0,0,0,0,TN2,24900,28900,13900,6950,0,0,7470,8670,4170,2085,0,0,x,194,
1204,AUTO / UTIL,HYUNDAI,Genesis,,3.8L V6,303,323,20,22,3800,302,343,0,1,1,1,1,1,0,0,0,0,0,A3,18900,21900,12900,6450,0,0,5670,6570,3870,1935,0,0,x,938,
1203,AUTO / UTIL,HYUNDAI,Veloster,,1.6L 16v,140,152,12,14,4800,158,175,0,1,1,1,1,1,0,0,0,0,0,A3,18900,21900,12900,6450,0,0,5670,6570,3870,1935,0,0,x,550,
1205,AUTO / UTIL,HYUNDAI,I10,,1.2L,86,93,7,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,A2,15900,17900,9900,4950,0,0,4770,5370,2970,1485,0,0,,339 1291,
1801,AUTO / UTIL,IVECO,DAILY,,30D,170,210,40,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,C2,21900,21900,13900,3475,19900,9950,6570,6570,4170,1042.5,5970,2985,336,1174,
1014,AUTO / UTIL,JEEP,RENEGADE,,18L ETORQ EVO,130,142,12,14,6200,185,206,1,1,1,1,0,0,0,0,0,0,0,a2,15900,17900,9900,4950,0,0,4770,5370,2970,1485,0,0,729,1473,
1009,AUTO / UTIL,JEEP,RENEGADE,,2.0MJ,170,205,35,36,3000,357,468,0,1,1,0,1,0,1,1,0,0,0,C1,19900,19900,11900,2975,17900,8950,5970,5970,3570,892.5,5370,2685,x,1195 733,
1701,AUTO / UTIL,HONDA,CIVIC,,1.8l,140,154,14,14,6500,174,194,0,1,1,1,1,1,0,0,0,0,0,A2,15900,17900,9900,4950,0,0,4770,5370,2970,1485,0,0,655,492,
1702,AUTO / UTIL,HONDA,CIVIC SI,,2.0L 16V,200,220,20,42,6000,188,200,0,1,1,1,1,1,0,0,0,0,0,A4,24900,28900,14900,7450,0,0,7470,8670,4470,2235,0,0,655,492,
1301,AUTO / UTIL,KTM,DUKE 200,,200CC,26,28,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,#N/D,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,x,418,
1302,AUTO / UTIL,KTM,DUKE 390,,290CC,44,48,4,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,#N/D,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,x,418,
1401,AUTO / UTIL,MERCEDES,A200,,1.6T,156,184,28,28,5100,250,276,0,1,1,1,1,1,0,0,0,0,0,TN4,36900,41900,19900,9950,0,0,11070,12570,5970,2985,0,0,700,1328 692,
1402,AUTO / UTIL,MERCEDES,A250,,2.0T,211,245,34,35,5100,350,400,0,1,1,1,1,1,0,0,0,0,0,TN5,44900,54900,19900,9950,0,0,13470,16470,5970,2985,0,0,700,1328 692,
1401,AUTO / UTIL,MERCEDES,B200,,1.6T,156,184,28,28,5100,250,276,0,1,1,1,1,1,0,0,0,0,0,TN4,36900,41900,19900,9950,0,0,11070,12570,5970,2985,0,0,700,1328 692,
1402,AUTO / UTIL,MERCEDES,B250,,2.0T,211,245,34,35,5100,350,400,0,1,1,1,1,1,0,0,0,0,0,TN5,44900,54900,19900,9950,0,0,13470,16470,5970,2985,0,0,700,1328 692,
1408,AUTO / UTIL,MERCEDES,W204 C200,,1.8T,184,220,36,41,5300,250,324,0,1,1,1,1,1,0,0,0,0,0,TN2,24900,28900,13900,6950,0,0,7470,8670,4170,2085,0,0,x,1008,
1409,AUTO / UTIL,MERCEDES,W204 C250,,1.8T,204,230,26,37,5000,350,371,0,1,1,1,1,1,0,0,0,0,0,TN2,24900,28900,13900,6950,0,0,7470,8670,4170,2085,0,0,x,1008,
1401,AUTO / UTIL,MERCEDES,W205 C200,,1.6T,156,184,28,28,5100,250,276,0,1,1,1,1,1,0,0,0,0,0,TN4,36900,41900,19900,9950,0,0,11070,12570,5970,2985,0,0,700,1328 692,
1402,AUTO / UTIL,MERCEDES,W205 C250,,2.0T,211,245,34,35,5100,350,400,0,1,1,1,1,1,0,0,0,0,0,TN5,44900,54900,19900,9950,0,0,13470,16470,5970,2985,0,0,700,1328 692,
1404,AUTO / UTIL,MERCEDES,W204 C220,,2.2CDI,170,200,30,32,3200,400,480,1,1,1,0,1,0,1,0,0,1,0,TD3,24900,24900,14900,3725,22900,11450,7470,7470,4470,1117.5,6870,3435,61,4,
1410,AUTO / UTIL,MERCEDES,W205 C300,,20T ,240,280,40,39,5100,370,430,0,1,1,1,1,1,0,0,0,0,0,TN4,36900,41900,19900,9950,0,0,11070,12570,5970,2985,0,0,700,1328 692,
1403,AUTO / UTIL,MERCEDES,Sprinter 313,,2.2,130,160,30,31,3500,305,390,1,1,1,0,1,0,1,0,0,0,0,C1,19900,19900,11900,2975,17900,8950,5970,5970,3570,892.5,5370,2685,17,x,
1405,AUTO / UTIL,MERCEDES,C320,,3.2CDI,220,280,60,39,3200,310,430,1,1,1,0,1,0,1,1,0,1,0,TD3,24900,24900,14900,3725,22900,11450,7470,7470,4470,1117.5,6870,3435,69,79,
1406,AUTO / UTIL,MERCEDES,VITO CDI111,,1.6CDI,115,140,25,26,3400,270,320,0,1,1,0,1,0,1,0,0,0,0,C2,21900,21900,13900,3475,19900,9950,6570,6570,4170,1042.5,5970,2985,696,710,
1411,AUTO / UTIL,MERCEDES,VIANO 22CDI,,22d,150,185,35,36,3300,330,405,1,1,1,0,1,0,1,0,0,0,0,TD2,19900,19900,11900,2975,17900,8950,5970,5970,3570,892.5,5370,2685,61,4,
1407,AUTO / UTIL,MERCEDES,SPRINTER 415 515,,22CDI,150,180,30,30,3500,330,405,1,1,1,0,1,0,1,1,0,0,0,C2,21900,21900,13900,3475,19900,9950,6570,6570,4170,1042.5,5970,2985,294,248,
1501,AUTO / UTIL,MINI,Cooper R53,,1.6 Chilli,115,126,11,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,TN1,19900,24900,11900,5950,0,0,5970,7470,3570,1785,0,0,33,x,
1502,AUTO / UTIL,MINI,Cooper R53,,1.6S Comp,170,185,15,15,3000,220,240,1,1,1,1,1,1,0,0,0,0,0,TN1,19900,24900,11900,5950,0,0,5970,7470,3570,1785,0,0,33,x,
1503,AUTO / UTIL,MINI,Cooper R56,,1.6S Turbo,184,210,26,26,4400,240,307,1,1,1,1,1,1,0,0,0,0,0,TN2,24900,28900,13900,6950,0,0,7470,8670,4170,2085,0,0,206,208,
1504,AUTO / UTIL,MINI,Cooper R56,,1.6 JCW,210,240,30,33,4100,280,356,1,1,1,1,1,1,0,0,0,0,0,TN3,27900,31900,15900,7950,0,0,8370,9570,4770,2385,0,0,206,1342 148,
1505,AUTO / UTIL,MINI,COOPER S F56,,20T ,192,250,58,57,5900,280,328,1,1,1,1,1,1,0,0,0,0,0,TN4,36900,41900,19900,9950,0,0,11070,12570,5970,2985,0,0,629,1353 719,
1503,AUTO / UTIL,MINI,S Countryman,,1.6S Turbo,184,210,26,26,4400,240,307,1,1,1,1,1,1,0,0,0,0,0,TN2,24900,28900,13900,6950,0,0,7470,8670,4170,2085,0,0,206,208,
504,AUTO / UTIL,MINI,COUNTRYMAN D,,120d 320d,177,215,38,38,4100,350,423,0,1,1,0,1,0,1,1,0,1,0,TD3,24900,24900,14900,3725,22900,11450,7470,7470,4470,1117.5,6870,3435,215 692,1208 154,https://dataracing.com.ar/cars/bmw-120d-320d-x1-2-0d-177-hp-n47/
2101,AUTO / UTIL,MITSUBISHI,L200,,25D1D,136,168,32,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,C1,19900,19900,11900,2975,17900,8950,5970,5970,3570,892.5,5370,2685,482,265,
2102,AUTO / UTIL,MITSUBISHI,L200,,,175,202,37,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,C1,19900,19900,11900,2975,17900,8950,5970,5970,3570,892.5,5370,2685,482,265,
1601,AUTO / UTIL,NISSAN,1TERRA,,2.8D ,140,170,30,32,3100,184,257,0,1,1,0,1,0,1,0,0,0,0,C1,19900,19900,11900,2975,17900,8950,5970,5970,3570,892.5,5370,2685,x,17,
1602,AUTO / UTIL,NISSAN,FRONTIER 2007-2015,,2.5D ,170,200,30,30,3900,410,555,0,1,1,0,1,0,1,1,0,0,0,C1,19900,19900,11900,2975,17900,8950,5970,5970,3570,892.5,5370,2685,482,1572,
1603,AUTO / UTIL,NISSAN ,March,,1.6L 16v,115,125,10,11,4000,142,154,0,1,1,1,1,1,0,0,0,0,0,A2,15900,17900,9900,4950,0,0,4770,5370,2970,1485,0,0,x,587,
1604,AUTO / UTIL,NISSAN ,FRONTIER NP300,,2.3D,190,225,35,38,3500,450,546,1,1,1,0,1,0,1,1,0,0,0,C2,21900,21900,13900,3475,19900,9950,6570,6570,4170,1042.5,5970,2985,81,1003,
704,AUTO / UTIL,PEUGEOT,206,,1.6 16v,109,119,10,11,4700,147,162,1,1,1,1,1,1,0,0,1,0,0,A1,13900,15900,8900,4450,0,0,4170,4770,2670,1335,0,0,74,25,
702,AUTO / UTIL,PEUGEOT,206,,2.0HDI,90,120,30,33,3600,205,278,1,1,1,0,1,0,1,0,0,0,0,TD1,16900,16900,10900,2725,15900,7950,5070,5070,3270,817.5,4770,2385,2,x,
708,AUTO / UTIL,PEUGEOT,206rc,,2.0l,180,195,15,16,6900,202,222,1,1,1,1,1,1,0,0,0,0,0,A2,15900,17900,9900,4950,0,0,4770,5370,2970,1485,0,0,37,46,
705,AUTO / UTIL,PEUGEOT,206 GTI,,2.0l,140,154,14,15,5100,200,221,1,1,1,1,1,1,0,0,1,0,0,A2,15900,17900,9900,4950,0,0,4770,5370,2970,1485,0,0,42 247,45,
704,AUTO / UTIL,PEUGEOT,207,,1.6 16v,109,119,10,11,4700,147,162,1,1,1,1,1,1,0,0,1,0,0,A1,13900,15900,8900,4450,0,0,4170,4770,2670,1335,0,0,74,25,
709,AUTO / UTIL,PEUGEOT,207,,1.4l,88,96,8,8,4600,133,143,1,1,1,1,1,1,0,0,0,0,0,A1,13900,15900,8900,4450,0,0,4170,4770,2670,1335,0,0,42,45,
710,AUTO / UTIL,PEUGEOT,207 HDI,,1.4HDI,70,96,26,30,3300,160,217,1,1,1,0,1,0,1,0,0,0,0,TD1,16900,16900,10900,2725,15900,7950,5070,5070,3270,817.5,4770,2385,58,60,
707C,AUTO / UTIL,PEUGEOT,207RC,,1.6THP,175,205,30,34,5100,260,310,1,1,1,1,1,1,0,0,1,0,0,TN2,24900,28900,13900,6950,0,0,7470,8670,4170,2085,0,0,214,216,
711,AUTO / UTIL,PEUGEOT,208,,1.6 16v,115,124,9,11,5600,152,165,0,1,1,1,1,1,0,0,1,0,0,A2,15900,17900,9900,4950,0,0,4770,5370,2970,1485,0,0,214,196,
712,AUTO / UTIL,PEUGEOT,208GTI,,1.6T,200,232,32,58,4700,275,329,0,1,1,1,1,1,0,0,1,0,0,TN2,24900,28900,13900,6950,0,0,7470,8670,4170,2085,0,0,x,216,
707B,AUTO / UTIL,PEUGEOT,208xy,,1.6THP,163,185,22,24,5100,240,297,0,1,1,1,1,1,0,0,1,0,0,TN2,24900,28900,13900,6950,0,0,7470,8670,4170,2085,0,0,x,305,
713,AUTO / UTIL,PEUGEOT,208 GT,,1.6THP,165,200,35,47,4600,240,315,0,1,1,1,1,1,0,0,0,0,0,TN2,24900,28900,13900,6950,0,0,7470,8670,4170,2085,0,0,x,729 317,
714,AUTO / UTIL,PEUGEOT,208 ALLURE,,1.5L 8V,90,96,6,8,4500,132,140,0,1,1,1,0,0,0,0,0,0,0,A2,15900,17900,9900,4950,0,0,4770,5370,2970,1485,0,0,42,45,
701,AUTO / UTIL,PEUGEOT,208,,1.6HDI,92,125,33,34,3700,230,277,0,1,1,0,1,0,1,1,0,0,0,TD2,19900,19900,11900,2975,17900,8950,5970,5970,3570,892.5,5370,2685,x,198,
717,AUTO / UTIL,PEUGEOT,208 GTI208,,16THP,208,230,22,58,4500,300,371,0,1,1,1,1,1,0,0,0,0,0,TN2,24900,28900,13900,6950,0,0,7470,8670,4170,2085,0,0,x,216,
707A,AUTO / UTIL,PEUGEOT,207 GTI,,1.6THP,156,180,24,25,5100,240,295,1,1,1,1,1,1,0,0,1,0,0,TN2,24900,28900,13900,6950,0,0,7470,8670,4170,2085,0,0,214,216,
701,AUTO / UTIL,PEUGEOT,301,,1.6HDI,92,125,33,34,3700,230,277,0,1,1,0,1,0,1,1,0,0,0,TD2,19900,19900,11900,2975,17900,8950,5970,5970,3570,892.5,5370,2685,x,198,
711,AUTO / UTIL,PEUGEOT,301,,1.6 16v,115,124,9,11,5600,152,165,0,1,1,1,1,1,0,0,1,0,0,A2,15900,17900,9900,4950,0,0,4770,5370,2970,1485,0,0,214,196,
704,AUTO / UTIL,PEUGEOT,307,,1.6 16v,109,119,10,11,4700,147,162,1,1,1,1,1,1,0,0,1,0,0,A1,13900,15900,8900,4450,0,0,4170,4770,2670,1335,0,0,74,25,
705,AUTO / UTIL,PEUGEOT,307,,2.0l,140,154,14,15,5100,200,221,1,1,1,1,1,1,0,0,1,0,0,A2,15900,17900,9900,4950,0,0,4770,5370,2970,1485,0,0,42 247,45,
702,AUTO / UTIL,PEUGEOT,307,,2.0HDI,90,120,30,33,3600,205,278,1,1,1,0,1,0,1,0,0,0,0,TD1,16900,16900,10900,2725,15900,7950,5070,5070,3270,817.5,4770,2385,2,x,
703,AUTO / UTIL,PEUGEOT,307,,2.0HDI,110,135,25,33,3600,250,299,1,1,1,0,1,0,1,0,0,0,0,TD1,16900,16900,10900,2725,15900,7950,5070,5070,3270,817.5,4770,2385,58,60,
708,AUTO / UTIL,PEUGEOT,307CC,,2.0l,180,195,15,16,6900,202,222,1,1,1,1,1,1,0,0,0,0,0,A2,15900,17900,9900,4950,0,0,4770,5370,2970,1485,0,0,37,46,
711,AUTO / UTIL,PEUGEOT,308,,1.6 16v,115,124,9,11,5600,152,165,0,1,1,1,1,1,0,0,1,0,0,A2,15900,17900,9900,4950,0,0,4770,5370,2970,1485,0,0,214,196,
706,AUTO / UTIL,PEUGEOT,308,,1.6HDI,115,142,27,28,3500,270,312,0,1,1,0,1,0,1,1,0,0,0,TD2,19900,19900,11900,2975,17900,8950,5970,5970,3570,892.5,5370,2685,58,60,
712,AUTO / UTIL,PEUGEOT,308 GTI,,1.6T,200,232,32,58,4700,275,329,0,1,1,1,1,1,0,0,1,0,0,TN2,24900,28900,13900,6950,0,0,7470,8670,4170,2085,0,0,x,216,
707B,AUTO / UTIL,PEUGEOT,308,,1.6THP,163,185,22,24,5100,240,297,0,1,1,1,1,1,0,0,1,0,0,TN2,24900,28900,13900,6950,0,0,7470,8670,4170,2085,0,0,x,305,
705,AUTO / UTIL,PEUGEOT,308,,2.0l,140,154,14,15,5100,200,221,1,1,1,1,1,1,0,0,1,0,0,A2,15900,17900,9900,4950,0,0,4770,5370,2970,1485,0,0,42 247,45,
713,AUTO / UTIL,PEUGEOT,308 2016,,1.6THP,165,200,35,47,4600,240,315,0,1,1,1,1,1,0,0,0,0,0,TN2,24900,28900,13900,6950,0,0,7470,8670,4170,2085,0,0,x,729 317,
718,AUTO / UTIL,PEUGEOT,308 S GTI,,16THP,272,295,23,0,0,330,0,0,1,1,1,1,1,0,0,0,0,0,TN4,36900,41900,19900,9950,0,0,11070,12570,5970,2985,0,0,x,1393,
719,AUTO / UTIL,PEUGEOT,407,,30L V6,208,224,16,0,0,290,0,0,1,1,1,1,1,0,0,0,0,0,A3,18900,21900,12900,6450,0,0,5670,6570,3870,1935,0,0,582,939,
706,AUTO / UTIL,PEUGEOT,408,,1.6HDI,115,142,27,28,3500,270,312,0,1,1,0,1,0,1,1,0,0,0,TD2,19900,19900,11900,2975,17900,8950,5970,5970,3570,892.5,5370,2685,58,60,
705,AUTO / UTIL,PEUGEOT,408,,2.0l,140,154,14,15,5100,200,221,1,1,1,1,1,1,0,0,1,0,0,A2,15900,17900,9900,4950,0,0,4770,5370,2970,1485,0,0,42 247,45,
707B,AUTO / UTIL,PEUGEOT,408,,1.6THP,163,185,22,24,5100,240,297,0,1,1,1,1,1,0,0,1,0,0,TN2,24900,28900,13900,6950,0,0,7470,8670,4170,2085,0,0,x,305,
713,AUTO / UTIL,PEUGEOT,408 2016,,1.6THP,165,200,35,47,4600,240,315,0,1,1,1,1,1,0,0,0,0,0,TN2,24900,28900,13900,6950,0,0,7470,8670,4170,2085,0,0,x,729 317,
712,AUTO / UTIL,PEUGEOT,RCZ,,1.6T,200,232,32,58,4700,275,329,0,1,1,1,1,1,0,0,1,0,0,TN2,24900,28900,13900,6950,0,0,7470,8670,4170,2085,0,0,x,216,
707B,AUTO / UTIL,PEUGEOT,3008,,1.6THP,163,185,22,24,5100,240,297,0,1,1,1,1,1,0,0,1,0,0,TN2,24900,28900,13900,6950,0,0,7470,8670,4170,2085,0,0,x,305,
715,AUTO / UTIL,PEUGEOT,3008,,16HDI,115,143,28,29,3600,270,330,1,1,1,0,1,0,1,1,0,0,0,C3,24900,24900,17900,4475,24900,12450,7470,7470,5370,1342.5,7470,3735,715,728 1188,
716,AUTO / UTIL,PEUGEOT,5008,,20HDI,150,180,30,31,3600,370,430,0,0,0,0,0,0,0,0,0,0,0,C3,24900,24900,17900,4475,24900,12450,7470,7470,5370,1342.5,7470,3735,,,
1016,AUTO / UTIL,PEUGEOT,BO1ER,,23D,130,160,30,0,0,300,360,1,1,1,0,1,0,1,1,0,0,0,C2,21900,21900,13900,3475,19900,9950,6570,6570,4170,1042.5,5970,2985,,,
701,AUTO / UTIL,PEUGEOT,Partner,,1.6HDI,92,125,33,34,3700,230,277,0,1,1,0,1,0,1,1,0,0,0,TD2,19900,19900,11900,2975,17900,8950,5970,5970,3570,892.5,5370,2685,x,198,
704,AUTO / UTIL,PEUGEOT,Partner,,1.6 16v,109,119,10,11,4700,147,162,1,1,1,1,1,1,0,0,1,0,0,A1,13900,15900,8900,4450,0,0,4170,4770,2670,1335,0,0,74,25,
715,AUTO / UTIL,PEUGEOT,E1PERT,,16HDI,115,143,28,29,3600,270,330,1,1,1,0,1,0,1,1,0,0,0,C3,24900,24900,17900,4475,24900,12450,7470,7470,5370,1342.5,7470,3735,715,728 1188,
804,AUTO / UTIL,RENAULT,CAPTUR,,2.0l,140,153,13,15,4300,188,216,1,1,1,1,1,1,0,0,0,0,0,A2,15900,17900,9900,4950,0,0,4770,5370,2970,1485,0,0,255,x,
801,AUTO / UTIL,RENAULT,Clio,,1.2 16v,75,83,8,8,5600,104,115,0,1,1,1,1,1,0,0,0,0,0,A2,15900,17900,9900,4950,0,0,4770,5370,2970,1485,0,0,123,252,
802A,AUTO / UTIL,RENAULT,Clio,,1.6 16v,110,120,10,10,5700,147,159,1,1,0,1,1,1,0,0,1,0,0,A2,15900,17900,9900,4950,0,0,4770,5370,2970,1485,0,0,34,x,
803,AUTO / UTIL,RENAULT,Clio,,2.0 16v,178,190,12,17,6900,215,226,1,1,1,1,1,1,0,0,0,0,0,A3,18900,21900,12900,6450,0,0,5670,6570,3870,1935,0,0,34,x,
802B,AUTO / UTIL,RENAULT,Symbol,,1.6L 16v,105,115,10,10,5600,145,159,1,1,1,1,1,1,0,0,0,0,0,A2,15900,17900,9900,4950,0,0,4770,5370,2970,1485,0,0,263,251,
802B,AUTO / UTIL,RENAULT,Logan,,1.6L 16v,105,115,10,10,5600,145,159,1,1,1,1,1,1,0,0,0,0,0,A2,15900,17900,9900,4950,0,0,4770,5370,2970,1485,0,0,263,251,
802A,AUTO / UTIL,RENAULT,Duster,,1.6 16v,110,120,10,10,5700,147,159,1,1,0,1,1,1,0,0,1,0,0,A2,15900,17900,9900,4950,0,0,4770,5370,2970,1485,0,0,34,x,
804,AUTO / UTIL,RENAULT,Duster,,2.0l,140,153,13,15,4300,188,216,1,1,1,1,1,1,0,0,0,0,0,A2,15900,17900,9900,4950,0,0,4770,5370,2970,1485,0,0,255,x,
802B,AUTO / UTIL,RENAULT,Sandero,,1.6L 16v,105,115,10,10,5600,145,159,1,1,1,1,1,1,0,0,0,0,0,A2,15900,17900,9900,4950,0,0,4770,5370,2970,1485,0,0,263,251,
813,AUTO / UTIL,RENAULT,Sandero RS,,2.0L 16V,143,157,14,14,6200,198,216,1,1,1,1,1,1,0,0,0,0,0,A2,15900,17900,9900,4950,0,0,4770,5370,2970,1485,0,0,255,x,
802B,AUTO / UTIL,RENAULT,Fluence,,1.6L 16v,105,115,10,10,5600,145,159,1,1,1,1,1,1,0,0,0,0,0,A2,15900,17900,9900,4950,0,0,4770,5370,2970,1485,0,0,263,251,
